Category,Name,Description,Manufacturer,Dosage,Source
veterinary,antimicrobial agent,"An antimicrobial is an agent that kills microorganisms ( microbicide ) or stops their growth ( bacteriostatic agent ). [ 1 ] Antimicrobial medicines can be grouped according to the microorganisms they are used to treat. For example, antibiotics are used against bacteria , and antifungals are used against fungi . They can also be classified according to their function. Antimicrobial medicines to treat infection are known as antimicrobial chemotherapy , while antimicrobial drugs are used to prevent infection, which known as antimicrobial prophylaxis . [ 2 ]",,,https://en.wikipedia.org/wiki/Antimicrobial_agent
veterinary,diphenhydramine,,,"By mouth , intramuscular , intravenous , topical , rectal",https://en.wikipedia.org/wiki/Diphenhydramine
veterinary,doxycycline,,,"By mouth , intravenous [ 1 ]",https://en.wikipedia.org/wiki/Doxycycline
veterinary,enalapril,,,By mouth,https://en.wikipedia.org/wiki/Enalapril
veterinary,enrofloxacin,,,"By mouth , subcutaneous , intramuscular",https://en.wikipedia.org/wiki/Enrofloxacin
veterinary,equine chorionic gonadotropin,"Equine chorionic gonadotropin (acronym given as eCG but not to be confused with ECG ) is a gonadotropic hormone produced in the chorion of pregnant mares . Previously referred to as pregnant mare's serum gonadotropin ( PMSG ), the hormone is commonly used in concert with progestogen to induce ovulation in livestock prior to artificial insemination .",,,https://en.wikipedia.org/wiki/Equine_chorionic_gonadotropin
veterinary,gonadotropic,"Gonadotropins are glycoprotein hormones secreted by gonadotropic cells of the anterior pituitary of vertebrates . [ 1 ] [ 2 ] [ 3 ] They are central to the complex endocrine system that regulates normal growth , sexual development , and reproductive function . [ 4 ] The hormone family includes the mammalian hormones follicle-stimulating hormone (FSH) and luteinizing hormone (LH), the placental / chorionic gonadotropins, human chorionic gonadotropin (hCG) and equine chorionic gonadotropin (eCG), [ 3 ] as well as at least two forms of fish gonadotropins. LH and FSH are secreted by the anterior pituitary gland , while hCG and eCG are secreted by the placenta in pregnant women and mares , respectively. [ 5 ] The gonadotropins act on the gonads , controlling gamete and sex hormone production.",,,https://en.wikipedia.org/wiki/Gonadotropic
veterinary,ovulation,Ovulation is an important part of the menstrual cycle in female vertebrates where the egg cells are released from the ovaries as part of the ovarian cycle . In female humans ovulation typically occurs near the midpoint in the menstrual cycle and after the follicular phase . Ovulation is stimulated by an increase in luteinizing hormone (LH). The ovarian follicles rupture and release the secondary oocyte ovarian cells. [ 1 ],,,https://en.wikipedia.org/wiki/Ovulation
veterinary,artificial insemination,"Artificial insemination is the deliberate introduction of sperm into a female's cervix or uterine cavity for the purpose of achieving a pregnancy through in vivo fertilization by means other than sexual intercourse . It is a fertility treatment for humans, and is a common practice in animal breeding , including cattle (see frozen bovine semen ) and pigs .",,,https://en.wikipedia.org/wiki/Artificial_insemination
veterinary,fenbendazole,,,,https://en.wikipedia.org/wiki/Fenbendazole
veterinary,fipronil,,,,https://en.wikipedia.org/wiki/Fipronil
veterinary,flumazenil,,,"Intranasal , intravenous",https://en.wikipedia.org/wiki/Flumazenil
veterinary,flunixin meglumine,"Flunixin is a nonsteroidal anti-inflammatory drug (NSAID), analgesic , and antipyretic used in horses, cattle and pigs. It is often formulated as the meglumine salt .  In the United States, it is regulated by the U.S. Food and Drug Administration (FDA), and may only be lawfully distributed by order of a licensed veterinarian. There are many trade names for the product.",,,https://en.wikipedia.org/wiki/Flunixin_meglumine
veterinary,analgesic,"An analgesic drug , also called simply an analgesic , antalgic , pain reliever , or painkiller , is any member of the group of drugs used for pain management . Analgesics are conceptually distinct from anesthetics , which temporarily reduce, and in some instances eliminate, sensation , although analgesia and anesthesia are neurophysiologically overlapping and thus various drugs have both analgesic and anesthetic effects.",,,https://en.wikipedia.org/wiki/Analgesic
veterinary,antipyretic,"An antipyretic ( / ˌ æ n t i p aɪ ˈ r ɛ t ɪ k / , from anti- 'against' and pyretic 'feverish') is a substance that reduces fever . [ 1 ] Antipyretics cause the hypothalamus to override a prostaglandin -induced increase in temperature . [ citation needed ] The body then works to lower the temperature, which results in a reduction in fever.",,,https://en.wikipedia.org/wiki/Antipyretic
veterinary,fluralaner,,,By mouth,https://en.wikipedia.org/wiki/Fluralaner
veterinary,frunevetmab,,,Subcutaneous,https://en.wikipedia.org/wiki/Frunevetmab
veterinary,furosemide,,,"Oral (PO), intravenous (IV), intramuscular (IM), subcutaneous (SC)",https://en.wikipedia.org/wiki/Furosemide
veterinary,diuretic,"A diuretic ( / ˌ d aɪ j ʊ ˈ r ɛ t ɪ k / ⓘ ) is any substance that promotes diuresis , the increased production of urine . This includes forced diuresis . A diuretic tablet is sometimes colloquially called a water tablet . There are several categories of diuretics. All diuretics increase the excretion of water from the body, through the kidneys . There exist several classes of diuretic, and each works in a distinct way. Alternatively, an antidiuretic , such as vasopressin ( antidiuretic hormone ), is an agent or drug which reduces the excretion of water in urine.",,,https://en.wikipedia.org/wiki/Diuretic
veterinary,exercise-induced pulmonary hemorrhage,"Exercise-induced pulmonary hemorrhage ( EIPH ), also known as "" bleeding "" or a "" bleeding attack "", is the presence of blood in the airways of the lung in association with exercise. EIPH is common in horses undertaking intense exercise, but it has also been reported in human athletes, racing camels and racing greyhounds . Horses that experience EIPH may also be referred to as ""bleeders"" or as having ""broken a blood vessel"". In the majority of cases, EIPH is not apparent unless an endoscopic examination of the airways is performed following exercise. This is distinguished from other forms of bleeding from the nostrils, called epistaxis .",,,https://en.wikipedia.org/wiki/Exercise-induced_pulmonary_hemorrhage
veterinary,gabapentin,,,By mouth,https://en.wikipedia.org/wiki/Gabapentin
veterinary,gentamicin/betamethasone valerate/clotrimazole,"Gentamicin/betamethasone valerate/clotrimazole is a fixed dose combination veterinary drug, sold under the trade name Otomax . [ 1 ] It is a suspension for otic use in dogs. The active ingredients are gentamicin , betamethasone valerate and clotrimazole .",,,https://en.wikipedia.org/wiki/Gentamicin/betamethasone_valerate/clotrimazole
veterinary,glycopyrrolate,,,"By mouth , intravenous , inhalation , topical , injection , subcutaneous",https://en.wikipedia.org/wiki/Glycopyrrolate
veterinary,grapiprant,,,By mouth,https://en.wikipedia.org/wiki/Grapiprant
veterinary,hydromorphone,,,"By mouth , intramuscular , intravenous , subcutaneous",https://en.wikipedia.org/wiki/Hydromorphone
veterinary,hydroxyzine,,,"By mouth , intramuscular",https://en.wikipedia.org/wiki/Hydroxyzine
veterinary,imidacloprid/moxidectin,,,Topical,https://en.wikipedia.org/wiki/Imidacloprid/moxidectin
veterinary,isoxsuprine,Isoxsuprine (used as isoxsuprine hydrochloride ) is a drug used as a vasodilator [ 4 ] in humans (under the trade name Duvadilan ) and equines . Isoxsuprine is a β 2 adrenoreceptor agonist that causes direct relaxation of uterine and vascular smooth muscle via β 2 receptors . [ 5 ],,Oral ( tablets ),https://en.wikipedia.org/wiki/Isoxsuprine
veterinary,vasodilator,,,,https://en.wikipedia.org/wiki/Vasodilator
veterinary,laminitis,"Laminitis is a disease of the feet of ungulates , found mostly in horses and cattle involving inflammation of the laminae. Clinical signs include foot tenderness progressing to inability to walk, increased digital pulses, and increased temperature in the hooves. Severe cases with outwardly visible clinical signs are known by the colloquial term founder , and progression of the disease will lead to perforation of the coffin bone through the sole of the hoof or being unable to stand up, often requiring euthanasia .",,,https://en.wikipedia.org/wiki/Laminitis
veterinary,navicular disease,"Navicular syndrome , often called navicular disease , is a syndrome of lameness problems in horses .  It most commonly describes an inflammation or degeneration of the navicular bone and its surrounding tissues, usually on the front feet. It can lead to significant and even disabling lameness . [ 1 ]",,,https://en.wikipedia.org/wiki/Navicular_disease
veterinary,ivermectin,,,"By mouth , topical",https://en.wikipedia.org/wiki/Ivermectin
veterinary,ketamine,,,Any [ 5 ] [ 6 ] [ 7 ] [ 8 ],https://en.wikipedia.org/wiki/Ketamine
veterinary,dissociative anesthetic,"Dissociatives , colloquially dissos , are a subclass of hallucinogens that distort perception of sight and sound and produce feelings of detachment – dissociation – from the environment and/or self. Although many kinds of drugs are capable of such an effect, dissociatives are unique in that they do so in such a way that they produce hallucinogenic effects, which may include dissociation , a general decrease in sensory experience , hallucinations , dream-like states or anesthesia . [ 1 ]",,,https://en.wikipedia.org/wiki/Dissociative_anesthetic
veterinary,tranquilizer,,,,https://en.wikipedia.org/wiki/Tranquilizer
veterinary,ketoprofen,,,"By mouth , topical , intravenous",https://en.wikipedia.org/wiki/Ketoprofen
veterinary,levamisole,,,By mouth,https://en.wikipedia.org/wiki/Levamisole
veterinary,levetiracetam,,,"By mouth , intravenous",https://en.wikipedia.org/wiki/Levetiracetam
veterinary,anti-convulsant,,,,https://en.wikipedia.org/wiki/Anti-convulsant
veterinary,levothyroxine,,,"By mouth , intravenous",https://en.wikipedia.org/wiki/Levothyroxine
veterinary,lokivetmab,"Lokivetmab , trade name Cytopoint , is a monoclonal antibody used to treat atopic dermatitis in dogs. [ 1 ] It acts against interleukin 31 (IL-31), [ 2 ] which is a cytokine involved in causing itchiness (pruritus). [ 2 ] Lokivetmab is administered by subcutaneous injection; each dose is effective for four to eight weeks. [ 3 ]",,subcutaneous injection,https://en.wikipedia.org/wiki/Lokivetmab
veterinary,lufenuron,"Lufenuron is the active ingredient in the veterinary flea control medication program, and one of the two active ingredients in the flea, heartworm , and anthelmintic medicine milbemycin oxime/lufenuron (Sentinel).",,,https://en.wikipedia.org/wiki/Lufenuron
veterinary,insecticide,"Insecticides are pesticides used to kill insects . [ 1 ] They include ovicides and larvicides used against insect eggs and larvae , respectively. The major use of insecticides is in agriculture , but they are also used in home and garden settings, industrial buildings, for vector control , and control of insect parasites of animals and humans.",,,https://en.wikipedia.org/wiki/Insecticide
veterinary,flea,,,,https://en.wikipedia.org/wiki/Flea
veterinary,marbofloxacin,"Marbofloxacin is a carboxylic acid derivative third generation fluoroquinolone antibiotic . It is used in veterinary medicine under the brand names Marbocyl , Forcyl, Marbo vet and Zeniquin . A formulation of marbofloxacin combined with clotrimazole and dexamethasone is available under the name Aurizon ( CAS number 115550-35-1).",,By mouth,https://en.wikipedia.org/wiki/Marbofloxacin
veterinary,antibiotic,,,,https://en.wikipedia.org/wiki/Antibiotic
veterinary,maropitant,,,"Oral , subcutaneous , Intravenous transdermal",https://en.wikipedia.org/wiki/Maropitant
veterinary,mavacoxib,,,,https://en.wikipedia.org/wiki/Mavacoxib
veterinary,medetomidine,,,,https://en.wikipedia.org/wiki/Medetomidine
veterinary,anesthetic,,,,https://en.wikipedia.org/wiki/Anesthetic
veterinary,meloxicam,,,"By mouth , intravenous",https://en.wikipedia.org/wiki/Meloxicam
veterinary,metacam,,,"By mouth , intravenous",https://en.wikipedia.org/wiki/Metacam
veterinary,methimazole,,,By mouth,https://en.wikipedia.org/wiki/Methimazole
veterinary,methocarbamol,,,"By mouth , intravenous",https://en.wikipedia.org/wiki/Methocarbamol
veterinary,metoclopramide,,,"By mouth , intravenous , intramuscular , nasal spray",https://en.wikipedia.org/wiki/Metoclopramide
veterinary,metronidazole,,,"By mouth , topical , rectal , intravenous , vaginal",https://en.wikipedia.org/wiki/Metronidazole
veterinary,milbemycin oxime,"Milbemycin oxime , sold under the brand name Interceptor among others, is a veterinary medication from the group of milbemycins , used as a broad spectrum antiparasitic . [ 1 ] It is active against worms ( anthelmintic ) [ 1 ] and mites ( miticide ). [ 2 ]",,By mouth,https://en.wikipedia.org/wiki/Milbemycin_oxime
veterinary,anthelmintic,"Anthelmintics or antihelminthics are a group of antiparasitic drugs that expel parasitic worms ( helminths ) and other internal parasites from the body by either stunning or killing them without causing significant damage to the host. They may also be called vermifuges (those that stun) or vermicides (those that kill). Anthelmintics are used to treat people who are infected by helminths, a condition called helminthiasis . These drugs are also used to treat infected animals, particularly small ruminants such as goats and sheep . [ 1 ]",,,https://en.wikipedia.org/wiki/Anthelmintic
veterinary,miticide,"Acaricides are pesticides that kill members of the arachnid subclass Acari , which includes ticks and mites .
Acaricides are used both in medicine and agriculture , although the desired selective toxicity differs between the two fields.",,,https://en.wikipedia.org/wiki/Miticide
veterinary,mirtazapine,,,"By mouth , topical",https://en.wikipedia.org/wiki/Mirtazapine
veterinary,antiemetic,"An antiemetic is a drug that is effective against vomiting and nausea . Antiemetics are typically used to treat motion sickness and the side effects of opioid analgesics , general anaesthetics , and chemotherapy directed against cancer . They may be used for severe cases of gastroenteritis , especially if the patient is dehydrated. [ 1 ] [ 2 ]",,,https://en.wikipedia.org/wiki/Antiemetic
veterinary,appetite stimulant,"An orexigenic , or appetite stimulant , is a drug , hormone , or compound that increases appetite and may induce hyperphagia . This can be a medication or a naturally occurring neuropeptide hormone, such as ghrelin , orexin or neuropeptide Y , [ 1 ] [ 2 ] which increases hunger and therefore enhances food consumption . Usually appetite enhancement is considered an undesirable side effect of certain drugs as it leads to unwanted weight gain , [ 3 ] [ 4 ] [ 5 ] but sometimes it can be beneficial and a drug may be prescribed solely for this purpose, especially when the patient is suffering from severe appetite loss or muscle wasting due to cystic fibrosis , anorexia , old age , cancer or AIDS . [ 6 ] [ 7 ] [ 8 ] [ 9 ] [ 10 ] There are several widely used drugs which can cause a boost in appetite, including tricyclic antidepressants (TCAs), tetracyclic antidepressants , natural or synthetic cannabinoids , first-generation antihistamines , most antipsychotics and many steroid hormones . In the United States , no hormone or drug has currently been approved by the FDA specifically as an orexigenic, with the exception of dronabinol , which received approval for HIV/AIDS -induced anorexia only.",,,https://en.wikipedia.org/wiki/Orexigenic
veterinary,mitratapide,Mitratapide is a veterinary medication used for the treatment of overweight and obese dogs sold under the brand name Yarvitan . Its mechanism of action involves inhibition of microsomal triglyceride transfer protein (MTP) which is responsible for the absorption of dietary lipids . [ 3 ] Clinical study also suggests that mitratapide may help to reverse insulin resistance in dogs. [ 4 ],,By mouth,https://en.wikipedia.org/wiki/Mitratapide
veterinary,morphine,,,"Inhalation , insufflation , by mouth , rectal , subcutaneous , intramuscular , intravenous , epidural , intrathecal",https://en.wikipedia.org/wiki/Morphine
veterinary,moxifloxacin,,,"By mouth , intravenous , eye drops",https://en.wikipedia.org/wiki/Moxifloxacin
veterinary,neomycin,,,"Topical , oral",https://en.wikipedia.org/wiki/Neomycin
veterinary,nimesulide,,,"By mouth , rectal , topical",https://en.wikipedia.org/wiki/Nimesulide
veterinary,nitarsone,"Nitarsone is an organoarsenic compound that is used in poultry production as a feed additive to increase weight gain, improve feed efficiency , and prevent histomoniasis (blackhead disease). [ 1 ] It is marketed as Histostat by Zoetis . [ 2 ]",,,https://en.wikipedia.org/wiki/Nitarsone
veterinary,feed efficiency,"In animal husbandry , feed conversion ratio ( FCR ) or feed conversion rate is a ratio or rate measuring of the efficiency with which the bodies of livestock convert animal feed into the desired output. For dairy cows , for example, the output is milk , whereas in animals raised for meat (such as beef cows, [ 1 ] pigs, chickens, and fish) the output is the flesh , that is, the body mass gained by the animal, represented either in the final mass of the animal or the mass of the dressed output.  FCR is the mass of the input divided by the output (thus mass of feed per mass of milk or meat). In some sectors, feed efficiency , which is the output divided by the input (i.e. the inverse of FCR), is used. These concepts are also closely related to efficiency of conversion of ingested foods (ECI).",,,https://en.wikipedia.org/wiki/Feed_conversion_ratio
veterinary,histomoniasis,"Histomoniasis is a commercially significant disease of poultry , particularly of chickens and turkeys , due to parasitic infection of a protozoan , Histomonas meleagridis . The protozoan is transmitted to the bird by the nematode parasite Heterakis gallinarum . [ 1 ] [ 2 ] H. meleagridis resides within the eggs of H. gallinarum , so birds ingest the parasites along with contaminated soil or food. [ 3 ] Earthworms can also act as a paratenic host.",,,https://en.wikipedia.org/wiki/Histomoniasis
veterinary,nitenpyram,"Nitenpyram is a chemical frequently used as an insecticide in agriculture and veterinary medicine. The compound is an insect neurotoxin belonging to the class of neonicotinoids which works by blocking neural signaling of the central nervous system . It does so by binding irreversibly to the nicotinic acetylcholine receptor (nACHr) causing a stop of the flow of ions in the postsynaptic membrane of neurons leading to paralysis and death. Nitenpyram is highly selective towards the variation of the nACHr which insects possess, and has seen extensive use in targeted, insecticide applications.",,,https://en.wikipedia.org/wiki/Nitenpyram
veterinary,nitroscanate,"Nitroscanate (trade name Lopatol ) is an anthelmintic drug used in veterinary medicine to treat Toxocara canis , Toxascaris leonina , Ancylostoma caninum , Uncinaria stenocephala , Taenia , and Dipylidium caninum ( roundworms , hookworms and tapeworms ). [ 1 ] [ 2 ]",,,https://en.wikipedia.org/wiki/Nitroscanate
veterinary,nitroxynil,,,Subcutaneous in the form of an N-Ethylglucamine salt solution,https://en.wikipedia.org/wiki/Nitroxynil
veterinary,nystatin,,,"Topical , vaginal , by mouth",https://en.wikipedia.org/wiki/Nystatin
veterinary,oclacitinib,,,By mouth,https://en.wikipedia.org/wiki/Oclacitinib
veterinary,antipruritic,"Antipruritics , abirritants , [ 1 ] or anti-itch drugs , are medications that inhibit itching (Latin: pruritus ).
Itching is often associated with sunburns , allergic reactions , eczema , psoriasis , chickenpox , fungal infections , insect bites and stings like those from mosquitoes , fleas , mites , and contact dermatitis and urticaria caused by plants such as poison ivy ( urushiol-induced contact dermatitis ) or stinging nettle . Itching can also be caused by chronic kidney disease and related conditions. [ 2 ]",,,https://en.wikipedia.org/wiki/Antipruritic
veterinary,ofloxacin,"Ofloxacin is a quinolone antibiotic useful for the treatment of a number of bacterial infections . [ 1 ] When taken by mouth or injection into a vein , these include pneumonia , cellulitis , urinary tract infections , prostatitis , plague , and certain types of infectious diarrhea . [ 1 ] [ 2 ] Other uses, along with other medications, include treating multidrug resistant tuberculosis . [ 3 ] An eye drop may be used for a superficial bacterial infection of the eye and an ear drop may be used for otitis media when a hole in the ear drum is present. [ 2 ]",,"By mouth , intravenous therapy , topical ( eye drops and ear drops )",https://en.wikipedia.org/wiki/Ofloxacin
veterinary,omeprazole,,,"By mouth , intravenous",https://en.wikipedia.org/wiki/Omeprazole
veterinary,oxibendazole,"Oxibendazole is a benzimidazole drug that is used to protect against roundworms , strongyles , threadworms , pinworms and lungworm infestations in horses and some domestic pets. [ 1 ] [ 2 ] Like mebendazole , Oxibendazole inhibits tubulin polymerization. [ 3 ] It is usually white to yellowish in appearance, and may take the form of a powder, tablet or paste.",,,https://en.wikipedia.org/wiki/Oxibendazole
veterinary,oxymorphone,,,"By mouth , buccal , sublingual , intranasal , intravenous , epidural , subcutaneous , intramuscular",https://en.wikipedia.org/wiki/Oxymorphone
veterinary,oxytetracycline,"Oxytetracycline is a broad-spectrum tetracycline antibiotic , the second of the group to be discovered.",,"By mouth , topical ( eye drop )",https://en.wikipedia.org/wiki/Oxytetracycline
veterinary,pentobarbital,,,"By mouth , intravenous , intramuscular , rectal",https://en.wikipedia.org/wiki/Pentobarbital
veterinary,pentoxyfylline,,,By mouth,https://en.wikipedia.org/wiki/Pentoxyfylline
veterinary,pergolide,,,Oral,https://en.wikipedia.org/wiki/Pergolide
veterinary,phenobarbital,,,"By mouth , rectal , parenteral [ 2 ] [ 3 ]",https://en.wikipedia.org/wiki/Phenobarbital
veterinary,phenylbutazone,"Phenylbutazone , often referred to as "" bute "", [ 1 ] is a nonsteroidal anti-inflammatory drug (NSAID) for the short-term treatment of pain and fever in animals.",,,https://en.wikipedia.org/wiki/Phenylbutazone
veterinary,phenylpropanolamine,,,By mouth,https://en.wikipedia.org/wiki/Phenylpropanolamine
veterinary,phenytoin/pentobarbital,"Phenytoin/pentobarbital (trade name Beuthanasia-D Special ) is an animal drug product used for euthanasia , which contains a mixture of phenytoin and pentobarbital . [ 1 ] It is administered as an intravenous injection to give animals a quick and humane death. [ 1 ]",,Intravenous injection,https://en.wikipedia.org/wiki/Phenytoin/pentobarbital
veterinary,animal euthanasia,,,,https://en.wikipedia.org/wiki/Animal_euthanasia
veterinary,phenytoin,,,"By mouth , intravenous",https://en.wikipedia.org/wiki/Phenytoin
veterinary,pimobendan,,,By mouth,https://en.wikipedia.org/wiki/Pimobendan
veterinary,pirlimycin,,,Intra mammary,https://en.wikipedia.org/wiki/Pirlimycin
veterinary,antimicrobial,"An antimicrobial is an agent that kills microorganisms ( microbicide ) or stops their growth ( bacteriostatic agent ). [ 1 ] Antimicrobial medicines can be grouped according to the microorganisms they are used to treat. For example, antibiotics are used against bacteria , and antifungals are used against fungi . They can also be classified according to their function. Antimicrobial medicines to treat infection are known as antimicrobial chemotherapy , while antimicrobial drugs are used to prevent infection, which known as antimicrobial prophylaxis . [ 2 ]",,,https://en.wikipedia.org/wiki/Antimicrobial
veterinary,ponazuril,"Ponazuril ( INN ), sold by Merial, Inc., [ 1 ] now part of Boehringer Ingelheim , [ 2 ] under the trade name Marquis (15% w/w ponazuril) , is a drug currently approved for the treatment of equine protozoal myeloencephalitis (EPM) in horses, caused by coccidia Sarcocystis neurona . [ 3 ] [ 4 ] Veterinarians have been preparing a formulary version of the medication for use in small animals such as cats, dogs, and rabbits against coccidia as an intestinal parasite. Treatment for intestinal coccidia in small animals is far shorter than treatment for EPM.            
NOTE: Dogs suffering from seizures due to Toxoplasma gondii,  Neospora caninum, Neospora hughesi, Sarcocystis neurona, or other obligate  intracellular  coccidian  protozoal parasites known to cause brain and spinal column disease, can be effectively treated using Ponazuril for a minimum of 90 days. Ponazuril is coccidiocidal,  meaning that if treatment is continuous for 90 days or more, seizures may cease in dogs and other companion animals. Testing for these neurological coccidial parasites should be done using IFAT technology (Indirect Immunofluorescence Antibody Titer testing), as other laboratory testing methods can and will result in notoriously false negative results. [ citation needed ] Along with its analogue ACD856 , ponazuril (also known as ACD855) is a positive allosteric modulator of the tropomyosin receptor kinases TrkA and TrkB . [ 5 ]",,Oral,https://en.wikipedia.org/wiki/Ponazuril
veterinary,anticoccidial,,,,https://en.wikipedia.org/wiki/Coccidia
veterinary,praziquantel,,,by mouth,https://en.wikipedia.org/wiki/Praziquantel
veterinary,Dipylidium caninum,,,,https://en.wikipedia.org/wiki/Dipylidium_caninum
veterinary,Taenia pisiformis,,,,https://en.wikipedia.org/wiki/Taenia_pisiformis
veterinary,Echinococcus granulosus,,,,https://en.wikipedia.org/wiki/Echinococcus_granulosus
veterinary,prazosin,,,By mouth,https://en.wikipedia.org/wiki/Prazosin
veterinary,prednisolone,,,"By mouth , intravenous , topical , ophthalmic",https://en.wikipedia.org/wiki/Prednisolone
veterinary,prednisone,,,By mouth,https://en.wikipedia.org/wiki/Prednisone
veterinary,pregabalin,,,By mouth,https://en.wikipedia.org/wiki/Pregabalin
veterinary,neuropathic pain,"Neuropathic pain is pain caused by a lesion or disease of the somatosensory nervous system . [ 2 ] [ 3 ] Neuropathic pain may be associated with abnormal sensations called dysesthesia or pain from normally non-painful stimuli ( allodynia ). It may have continuous and/or episodic ( paroxysmal ) components. The latter resemble stabbings or electric shocks. Common qualities include burning or coldness, ""pins and needles"" sensations, numbness and itching. [ 3 ]",,,https://en.wikipedia.org/wiki/Neuropathic_pain
veterinary,propofol,,,Intravenous,https://en.wikipedia.org/wiki/Propofol
veterinary,pyrantel,"Pyrantel is a medication used to treat a number of parasitic worm infections . [ 2 ] This includes ascariasis , hookworm infections , enterobiasis (pinworm infection), trichostrongyliasis , and trichinellosis . [ 2 ] It is taken by mouth. [ 2 ]",,by mouth,https://en.wikipedia.org/wiki/Pyrantel
veterinary,rafoxanide,Rafoxanide is a salicylanilide used as an anthelmintic . [ 1 ] It is most commonly used in ruminant animals to treat adult liver flukes of the species Fasciola hepatica and Fasciola gigantica . [ 1 ],,,https://en.wikipedia.org/wiki/Rafoxanide
veterinary,rifampin,"Rifampicin , also known as rifampin , is an ansamycin antibiotic used to treat several types of bacterial infections , including tuberculosis (TB), Mycobacterium avium complex , leprosy , and Legionnaires' disease . [ 3 ] It is almost always used together with other antibiotics with two notable exceptions: when given as a ""preferred treatment that is strongly recommended"" [ 4 ] for latent TB infection; and when used as post-exposure prophylaxis to prevent Haemophilus influenzae type b and meningococcal disease in people who have been exposed to those bacteria. [ 3 ] Before treating a person for a long period of time, measurements of liver enzymes and blood counts are recommended. [ 3 ] Rifampicin may be given either by mouth or intravenously. [ 3 ]",,"By mouth , Intravenous therapy",https://en.wikipedia.org/wiki/Rifampin
veterinary,Rhodococcus equi,,,,https://en.wikipedia.org/wiki/Rhodococcus_equi
veterinary,robenacoxib,,,,https://en.wikipedia.org/wiki/Robenacoxib
veterinary,roxarsone,"Roxarsone is an organoarsenic compound that has been used in poultry production and to a lesser extent in pig production as a feed additive to increase weight gain, for greater feed efficiency , to improve pigmentation, and as a coccidiostat . [ 1 ] [ 2 ] Until June 2011, it was approved for use in the United States , Canada , Australia , and 12 other countries. [ 2 ] It is no longer approved for use in most jurisdictions. [ 3 ]",,,https://en.wikipedia.org/wiki/Roxarsone
veterinary,arsenical,"Arsenicals are chemical compounds that contain arsenic . [ 1 ] [ 2 ] In a military context, the term arsenical refers to toxic arsenic compounds that are used as chemical warfare agents . This includes blister agents , blood agents and vomiting agents . [ 3 ] [ 4 ] Historically, they were used extensively as insecticides , especially lead arsenate .",,,https://en.wikipedia.org/wiki/Arsenical
veterinary,coccidiostat,A coccidiostat is an antiprotozoal agent that acts upon Coccidia parasites. [ 1 ],,,https://en.wikipedia.org/wiki/Coccidiostat
veterinary,sarolaner,,,,https://en.wikipedia.org/wiki/Sarolaner
veterinary,selamectin,,,Topical,https://en.wikipedia.org/wiki/Selamectin
veterinary,silver sulfadiazine,,,Topical,https://en.wikipedia.org/wiki/Silver_sulfadiazine
veterinary,streptomycin,,,"Intramuscular , intravenous",https://en.wikipedia.org/wiki/Streptomycin
veterinary,sucralfate,,,"By mouth , rectal",https://en.wikipedia.org/wiki/Sucralfate
veterinary,sulfasalazine,,,By mouth,https://en.wikipedia.org/wiki/Sulfasalazine
veterinary,tiletamine,Tiletamine is a dissociative anesthetic and pharmacologically classified as an NMDA receptor antagonist . [ 1 ] It is related chemically to ketamine . [ 2 ] Tiletamine hydrochloride exists as odorless white crystals.,,"IV , IM , SC , Other",https://en.wikipedia.org/wiki/Tiletamine
veterinary,zolazepam,"Zolazepam [ 2 ] ( Flupyrazapon ) is a pyrazolodiazepinone derivative structurally related to the benzodiazepine drugs, which is used as an anaesthetic for a wide range of animals in veterinary medicine. Zolazepam is usually administered in combination with other drugs such as the NMDA antagonist tiletamine or the α2 adrenergic receptor agonist xylazine , depending on what purpose it is being used for. It has 5-10 times the potency of diazepam. [ 3 ]",,,https://en.wikipedia.org/wiki/Zolazepam
veterinary,telmisartan,,,By mouth,https://en.wikipedia.org/wiki/Telmisartan
veterinary,Angiotensin II receptor blocker,"Angiotensin II receptor blockers ( ARBs ), formally angiotensin II receptor type 1 (AT 1 ) antagonists , [ 1 ] also known as angiotensin receptor blockers , [ 2 ] [ 3 ] angiotensin II receptor antagonists , or AT 1 receptor antagonists , are a group of pharmaceuticals that bind to and inhibit the angiotensin II receptor type 1 (AT 1 ) and thereby block the arteriolar contraction and sodium retention effects of renin–angiotensin system . [ 4 ]",,,https://en.wikipedia.org/wiki/Angiotensin_II_receptor_blocker
veterinary,tepoxalin,,,Oral,https://en.wikipedia.org/wiki/Tepoxalin
veterinary,theophylline,,,"By mouth , intravenous , rectal",https://en.wikipedia.org/wiki/Theophylline
veterinary,thiabendazole,"Tiabendazole ( INN , BAN ), also known as thiabendazole ( AAN , USAN ) or TBZ and the trade names Mintezol, Tresaderm, and Arbotect, is a preservative, [ 1 ] an antifungal agent, and an antiparasitic agent.",,"By mouth , topical",https://en.wikipedia.org/wiki/Thiabendazole
veterinary,thiostrepton,"Thiostrepton is a natural cyclic oligopeptide antibiotic of the thiopeptide class, derived from several strains of streptomycetes , such as Streptomyces azureus and Streptomyces laurentii . Thiostrepton is a natural product of the ribosomally synthesized and post-translationally modified peptide (RiPP) class.",,,https://en.wikipedia.org/wiki/Thiostrepton
veterinary,tolfenamic acid,,,By mouth,https://en.wikipedia.org/wiki/Tolfenamic_acid
veterinary,tramadol,,,"By mouth , intravenous , intramuscular , rectal",https://en.wikipedia.org/wiki/Tramadol
veterinary,trazodone,,,By mouth,https://en.wikipedia.org/wiki/Trazodone
